<freq>|<word_list>
1      | true history visited
1      | history visited country
1      | visited country view
1      | country view catching
1      | view catching horse
1      | catching horse whales
1      | horse whales bones
1      | whales bones great
1      | bones great teeth
1      | great teeth brought
1      | teeth brought king
1      | brought king whales
1      | king whales catched
1      | whales catched country
1      | catched country yards
1      | country yards long
1      | yards long killed
1      | long killed days
1      | killed days other's
1      | days other's verbal
1      | other's verbal narrative
1      | verbal narrative mouth
1      | narrative mouth king
1      | mouth king alfred
1      | king alfred beast
1      | alfred beast vessel
1      | beast vessel enter
1      | vessel enter dreadful
1      | enter dreadful gulf
1      | dreadful gulf monster's
1      | gulf monster's whale's
1      | monster's whale's mouth
1      | whale's mouth lost
1      | mouth lost swallowed
1      | lost swallowed sea
1      | swallowed sea gudgeon
1      | sea gudgeon retires
1      | gudgeon retires great
1      | retires great security
1      | great security sleeps
1      | security sleeps montaigne
1      | sleeps montaigne apology
1      | montaigne apology raimond
1      | apology raimond sebond
1      | raimond sebond fly
1      | sebond fly fly
1      | fly fly nick
1      | fly nick leviathan
1      | nick leviathan noble
1      | leviathan noble prophet
1      | noble prophet moses
1      | prophet moses life
1      | moses life patient
1      | life patient job
1      | patient job rabelais
1      | job rabelais whale's
1      | rabelais whale's liver
1      | whale's liver cartloads
1      | liver cartloads stowe's
1      | cartloads stowe's annals
1      | stowe's annals great
1      | annals great leviathan
1      | great leviathan maketh
1      | leviathan maketh seas
1      | maketh seas seethe
1      | seas seethe boiling
1      | seethe boiling pan
1      | boiling pan lord
1      | pan lord bacon's
1      | lord bacon's version
1      | bacon's version psalms
1      | version psalms touching
1      | psalms touching monstrous
1      | touching monstrous bulk
1      | monstrous bulk whale
1      | bulk whale ork
1      | whale ork received
1      | ork received grow
1      | received grow exceeding
1      | grow exceeding fat
1      | exceeding fat insomuch
1      | fat insomuch incredible
1      | insomuch incredible quantity
1      | incredible quantity oil
1      | quantity oil extracted
1      | oil extracted whale
1      | extracted whale ibid
1      | whale ibid history
1      | ibid history life
1      | history life death
1      | life death sovereignest
1      | death sovereignest earth
1      | sovereignest earth parmacetti
1      | earth parmacetti bruise
1      | parmacetti bruise king
1      | bruise king henry
1      | king henry whale
1      | henry whale hamlet
1      | whale hamlet secure
1      | hamlet secure skill
1      | secure skill leach's
1      | skill leach's art
1      | leach's art mote
1      | art mote availle
1      | mote availle returne
1      | availle returne againe
1      | returne againe wound's
1      | againe wound's worker
1      | wound's worker lowly
1      | worker lowly dart
1      | lowly dart dinting
1      | dart dinting breast
1      | dinting breast bred
1      | breast bred restless
1      | bred restless paine
1      | restless paine wounded
1      | paine wounded whale
1      | wounded whale shore
1      | whale shore flies
1      | shore flies thro'
1      | flies thro' maine
1      | thro' maine fairie
1      | maine fairie queen
1      | fairie queen immense
1      | queen immense whales
1      | immense whales motion
1      | whales motion vast
1      | motion vast bodies
1      | vast bodies peaceful
1      | bodies peaceful calm
1      | peaceful calm trouble
1      | calm trouble ocean
1      | trouble ocean boil
1      | ocean boil sir
1      | boil sir william
1      | sir william davenant
1      | william davenant preface
1      | davenant preface gondibert
1      | preface gondibert spermacetti
1      | gondibert spermacetti men
1      | spermacetti men justly
1      | men justly doubt
1      | justly doubt learned
1      | doubt learned hosmannus
1      | learned hosmannus work
1      | hosmannus work years
1      | work years saith
1      | years saith plainly
1      | saith plainly nescio
1      | plainly nescio quid
1      | nescio quid sit
1      | quid sit sir
1      | sit sir browne
1      | sir browne sperma
1      | browne sperma ceti
1      | sperma ceti sperma
1      | ceti sperma ceti
1      | ceti whale vide
1      | whale vide spencer's
1      | vide spencer's talus
1      | spencer's talus modern
1      | talus modern flail
1      | modern flail threatens
1      | flail threatens ruin
1      | threatens ruin ponderous
1      | ruin ponderous tail
1      | ponderous tail fixed
1      | tail fixed jav'lins
1      | fixed jav'lins wears
1      | jav'lins wears grove
1      | wears grove pikes
1      | grove pikes appears
1      | pikes appears waller's
1      | appears waller's battle
1      | waller's battle summer
1      | battle summer islands
1      | summer islands art
1      | islands art created
1      | art created great
1      | created great leviathan
1      | great leviathan called
1      | leviathan called commonwealth
1      | called commonwealth latin
1      | commonwealth latin civitas
1      | latin civitas artificial
1      | civitas artificial man
1      | artificial man opening
1      | man opening sentence
1      | opening sentence hobbes's
1      | sentence hobbes's leviathan
1      | hobbes's leviathan silly
1      | leviathan silly mansoul
1      | silly mansoul swallowed
1      | mansoul swallowed chewing
1      | swallowed chewing sprat
1      | chewing sprat mouth
1      | sprat mouth whale
1      | mouth whale pilgrim's
1      | whale pilgrim's progress
1      | pilgrim's progress sea
1      | progress sea beast
1      | sea beast leviathan
1      | beast leviathan god
1      | leviathan god works
1      | god works created
1      | works created hugest
1      | created hugest swim
1      | hugest swim ocean
1      | swim ocean stream
1      | ocean stream paradise
1      | stream paradise lost
1      | paradise lost leviathan
1      | lost leviathan hugest
1      | leviathan hugest living
1      | hugest living creatures
1      | living creatures deep
1      | creatures deep stretched
1      | deep stretched promontory
1      | stretched promontory sleeps
1      | promontory sleeps swims
1      | sleeps swims moving
1      | swims moving land
1      | moving land gills
1      | land gills draws
1      | gills draws breath
1      | draws breath spouts
1      | breath spouts sea
1      | spouts sea ibid
1      | sea ibid mighty
1      | ibid mighty whales
1      | mighty whales swim
